197,40.668236,-73.83406,168395.0,Aqueduct-N Conduit Av,A
205,40.592373,-73.78852,359258.0,Beach 60 St,A
136,40.658733,-73.89923,713759.0,New Lots Av,L
344,40.6694,-73.94216,1015750.0,Kingston Av,3
392,40.80414,-73.93759,4929987.0,125 St,4 5 6
10,40.7599,-73.98414,5523914.0,49 St,N R W
169,40.720825,-74.005226,3961145.0,Canal St,A C E
291,40.688087,-73.96684,1273875.0,Clinton-Washington Avs,G
107,40.706474,-74.011055,1244732.0,Broad St,J Z
231,40.718266,-73.99375,5803884.0,Grand St,B D
324,40.728252,-74.00536,2747202.0,Houston St,1
327,40.715477,-74.00927,3795294.0,Chambers St,1 2 3
143,40.868073,-73.9199,1730259.0,Inwood-207 St,A
323,40.73342,-74.00291,2814038.0,Christopher St-Sheridan Sq,1
286,40.706093,-73.95031,1117390.0,Broadway,G
135,40.66404,-73.90057,600876.0,Livonia Av,L
198,40.660477,-73.8303,676007.0,Howard Beach-JFK Airport,A
339,40.68083,-73.9751,1002625.0,Bergen St,2 3
375,40.805367,-73.91404,502629.0,Cypress Av,6
235,40.701397,-73.98675,3323345.0,York St,F
101,40.70836,-73.957756,2878914.0,Marcy Av,M J Z
382,40.862804,-73.90103,2265068.0,Fordham Rd,4
141,40.67477,-73.95763,349357.0,Park Pl,S
326,40.71932,-74.00689,1329788.0,Franklin St,1
145,40.85902,-73.93418,952967.0,190 St,A
2,40.77026,-73.91785,2360702.0,Astoria Blvd,N W
374,40.80872,-73.90765,257585.0,E 143 St-St Mary's St,6
202,40.58321,-73.82756,65388.0,Beach 105 St,A S
337,40.688248,-73.98049,2177347.0,Nevins St,2 3 4 5
137,40.650574,-73.89948,608613.0,East 105 St,L
320,40.74408,-73.99566,3143575.0,23 St,1
176,40.68611,-73.973946,1272069.0,Lafayette Av,C
14,40.741302,-73.98934,4251347.0,23 St,R W
420,40.883896,-73.86263,494734.0,219 St,2 5
168,40.726227,-74.00374,2936461.0,Spring St,C E
289,40.68963,-73.95352,1998617.0,Bedford-Nostrand Avs,G
17,40.72433,-73.9977,3113852.0,Prince St,R W
42,40.661613,-73.96225,2212368.0,Prospect Park,B Q S
207,40.595398,-73.76817,173449.0,Beach 36 St,A
33,40.648937,-74.01001,1860881.0,45 St,R
39,40.616623,-74.030876,1206378.0,Bay Ridge-95 St,R
348,40.662548,-73.90894,847191.0,Rockaway Av,3
282,40.744064,-73.94972,455752.0,21 St,G
103,40.72028,-73.99391,887867.0,Bowery,J Z
237,40.6803,-73.99505,2624419.0,Carroll St,F G
20,40.713284,-74.00698,1145719.0,City Hall,R W
195,40.68595,-73.8258,1348772.0,Ozone Park-Lefferts Blvd,A
179,40.68044,-73.950424,3801475.0,Nostrand Av,A C
225,40.758663,-73.98133,11344830.0,47-50 Sts-Rockefeller Ctr,B D F M
347,40.661453,-73.91633,952797.0,Saratoga Av,3
340,40.675236,-73.97105,1657513.0,Grand Army Plaza,2 3
283,40.731354,-73.95445,2463422.0,Greenpoint Av,G
203,40.580902,-73.835594,160773.0,Rockaway Park-Beach 116 St,A S
149,40.836014,-73.939896,844396.0,163 St-Amsterdam Av,C
